title,author_type,content,rating,pros,cons
HR Rules the world-what they say goes,Recruiter,"If you're on the right side with HR, you'll get ahead. If not, they may be limiting your growth potential. They have a lot of power, including with studios. The culture of each studio varies, so I would look at each studio to see what fits you. It's hard to advance if you're on the corporate side. The studio development side is different and there is more room for advancement.",3,,
Fast paced,Production Worker,"It was a good job. I enjoyed working there, but at times it felt very fast paced and it was extremely hot in there. They did have lots of fans in there though to make it more bearable. They also gave you water bottles because of how hot it was.",5,,
Productive work,Production,I liked it cause it was a fast paste environment and it made time go by faster. The pay wasn't so good but the hours were. I liked how we get to communicate with other workers while working in line and I liked how we rotate our positions.,3,Get to talk while working in a fast paste.,Short breaks.
All work and no play.,Manager,"As a huge gamer, ironically I've never had such little free time to play games since working at Activision. The operations tempo and overall demand was ridiculous. Commonly, when ATVI would put on ""fun"" things for us, it was only the admin staff that had the time to partake. Us in the trenches had to skip the fun or try to get one of our finance buddies to grab us a free t-shirt or ice cream that was being handed out for no particular reason. Working at the main HQ the studios were treated like precious princesses that needed their every whim attended to. AP took a subservient approach to managing their dev ops. Our leaders never knew how to say no, no matter how crazy the request was from the studios. The studios would fall behind and we at the HQ would pay the price trying to play catch-up while in turn the studios would blame us for the overall delay. Pumping out a lame CoD game every year isn't working. Wake up ATVI.",3,"Gaming culture, flexible hours","Long hours, no leisure time, horrible management"
ATVI was a very energetic environment,Head of Business Development,"ATVI was a fast and dynamic company. It was full of ""career-minded"" people that were highly inspired and mostly fun to work with. Employees were pushed and held accountable.",4,Good work culture,Would have been nice to have more vacation time
Working in Tech Support can be really random.,Customer Service - Technical Support,"Most days would be spent answering calls and e-mails sent by customers needing help. When there were neither calls nor e-mails, we could enjoy a few minutes playing any game the company made. The best part of the job was the challenge that comes with solving a person's problem. A lot of the information was easily found on our website, so it was mostly a matter of sorting through it all. The workplace was enjoyable. Being between the programmers and ""the suits"" of the company was enjoyable to get a taste of both serious sides of video games. When a game was being developed, we occasionally got to do a little Quality Assurance of the game, which is not as easy or as ""fun"" as it sounds to the average listener. It was not about ""playing"" the game as much as it was about trying to ""break"" the game. There are only two really negative parts to the job. When you're on a team were everyone has the same high expectations of their work, you get so much done that there are no e-mails left and you have to agree to wait your turn for a call. If even one person decides to be a slacker, it can slow everything down to a crawl. Also, the internship never grew in a paying job. When I would interview for a position, I would, instead, be offered another chance at the internship.",3,"Welcoming environment, great experince, free gameplay","Varying levels of work everyday, Never offerd paid job"
Stay Away!,Operations Manager,"Unless you are a gamer or desperate for any work, do not even think about working here! Very high turnover, back-stubbing and on-going threat of layoffs create a very toxic work environment.",1,Periodic free snacks,Everything else
Productive,"Fresno, CA","I worked at a warehouse and as there temporary employee I was assigned to do the following: putting labels on boxes, stacking the boxes on pallets, receiving shipments, organizing the merchandise, put the merchandise back in to a box, and get the boxes ready to ship out.",3,,
Fun place to work and great people,Quality Insurance Tester,This job was awesome because you get to play video games for a job. The only hard part was meeting the daily bug count towards the end of the project because there were not many left. The best part was just being able to play games. and the friendly co-workers.,4,,
Productive line,Warehouse Worker,"I package games Wii , Xbox , ps4 , I worked on the converted belt and stacked boxes 6 high and they had you move positions every 2 hours and they had 2 breaks and 1 lunch break",4,Every 2 1/2 hours was break,You had to stand the entire shift
Great place to work,"Director of Hardware, Production","Great place to work, very busy, allowed you to work on your own. Management was very good with the company providing you with all the goods needed to execute your position.",4,,
Great environment to work in.,Quality Assurance Tester,"Great environment to work in. Amazing people. The benefits you get are worth doing your best while working here. Be aware that some positions are contract based. Do not expect to be hired permanently for those positions. No matter how long you've been there. The only downside I had was getting used to the pressure of the environment. It's a fun easy going atmosphere, yes. But there is also pressure to get work done as fast as possible. Strive for excellence in all things and you'll succeed.",5,,
Great workplace environment,Marketing Analyst,"Great workplace environment. Everyone is treated as an operator owner in that as long as you get your work done, no one is there to tell you when to arrive/leave/eat/take a break.",4,Benefits. Job Culture,Advancement
Great Place to work and great culture,Director Databases and Systems,*Learnt a lot both in terms of IT Management and Technical *Became an expert Oracle Apps DBA *Implemented EBS in 3 different countries *Managed a larger IT staff from different faculties *Was very respected as both Technical and Leadership candidate *Great culture overall *Very tight and close IT -very tight IT shop with very little resources -lot more work than resources -Huge work-life balance impact -Some executive management decisions were not good.,4,,
Great,Development Assistant,I was a wonderful experience. I would recommend this company to anyone. I learned a great deal during my time at Activision and I hope to work with them again.,5,,
Productive and fun workplace. Charitable.,Project Manager,"After working for Activision Blizzard for ten years, I learned that I could work anywhere. The mentality is either sink or swim at the organization. This approach made me learn quicker by being thrown into the fire with minimal support. It helped me to adapt to difficult situations and plan ways to overcome obstacles. I took initiative by stepping up and taking action without being asked. I tried to look for opportunities to make a difference and see where I can help my team. I would think outside the box and go beyond traditional approaches to see results or solve the problem.",4,,
Productive Workspace with Great Coworkers,Quality Assurance Tester,"Working at Activision has offered numerous opportunities for growth and development, whether that be mental, emotional, internal, or educational. Management has a good balance of strictness and flexibility. The coworkers, as well as the environment, offered a workspace that was energetic, enjoyable, and a very positive work environment.",4,Great coworkers,Long hours
Great job awesome people,QA Tester,"Great job good pay, long hours with alot of breaks, great enviroment, sad that it is only temporary. i would live there if i could",5,,
A very fun workplace,Mastering Lab Technician,"I felt like I was a kid again, since there were video games everywhere and I was apart of a team that was amazing, we put the games together for game testers. They provided great food for free for whoever worked on the weekends. Great place.",5,,
"Very fun workplace, but very bad management",Localization QA Tester,"Working in Activision was very fun due to the diversity of its people, countless languages and cultures. The downside of working in Activision is that it is absolutely impossible to advance in this company, as all contracts are temporary only. Regardless of how much work an individual puts in, it all comes down to the bias opinion of the manager whether you are worth keeping around or not.",4,Free coffee machine,Poor management
Good work environment for a short term job,QA Tester,"Job was contract based for a short term project. Informal atmosphere for game testers. Immediately had to start 12 hour shifts, 6 days a week after hiring, overtime pay included.",4,Regular breaks,Long hours
very fast production lines,Machine Operator,great place to work. although the labor was under pay for employees to be working at a fast production line. only one shift per day. everyone gets the same break time.,4,good breaks,seasonal job
Amazing work place!,Technical Game Master,"I dedicated a lot of my time working at Blizzard, it is a fantastic company to work for. A great work environment, with a lot of highly skilled individuals who are looking to make an impact in the industry!",5,"Benifits, people, location",Nothing!
A workplace full of different types of energy and characters.,QA Tester,"The time of the day is free, do as you please as long as you finish a reasonable amount of work. The hardest part was getting through the 12 hours a day 7 days a week, but your co-workers are there to push your through the day. Its not as bad when you connect with the people around you. Management is great, the senior testers are on the floor with QA testers to help with any issue, the leads try to help you with as much as they can and give out tasks to do for the day. Head managers also try to keep everyone posted about any events or changes to anything. You go in as co-workers, but leave the project as a family.",4,Co-workers,"12 hours a day, 7 days a week"
"Great Environment, just wish Management wasn't all about the numbers",Customer Support Representative,"Blizzard Activision is an amazing place to work, and I will never regret my time there. Typical day was log in, take tickets, log into web-chat, take LOTS of tickets, log into phones, take calls. Lunch Back on to the queue, take more tickets. Go home.",3,Swag,"Management support. Over the years its become ""WORK FASTER! Give better service. WORK FASTER!"""
"Great team and fun, challenging work",German Language Lead,"I will always remember my time at Activision fondly. From my very first day there I knew I would fit right in. There is always a great atmosphere in the office and there's a really satisfying team spirit. The work can be challenging at times, and repetitive at others. All in all, a great place to work.",4,Good staff parties,Pay could be a little higher
Great place to work but long hours and stressful,QA Project Lead,"Work usually runs from 9 AM to 5 AM during winter and early spring. From late spring the hours run anywhere from 7 AM to 12 AM. Days are usually long and stressful. The beginning of the day consists of me reviewing over my emails from developers, productions, management and outsource QA. From there I sort out what has been completed the day prior and hand out any test case that still needs to be done to my QA testers as well as go over any major issues that still needs further investigation. At the end of the day, I go over all issues that were submitted to developers and email any major issues as a priority to management and production. I've learned to manage my work as well as my testers and be able to prioritize the importance of what issues need to be addressed first as opposed to less sever issues. Management was great to work with. Being formed QA testers themselves, they knew what everyone was going through so they were never too hard on the employees. Testers and fellow QA Leads were all a pleasure to work with. Everyone was always helpful and willing to give advice on work. The hardest part of the job is the stress of having a deadline. What I miss the most is the camaraderie I built with my fellow employees.",4,"Free dinner, great teamwork, great work environment","Long hours, deadlines, 1st party requirements"
It was an ok job,Assembly Line Worker,If you like a fast pace and hot working environment then this isn't such a bad place to work at. Management isn't all that great. There is a lot of favoritism there.,4,friendly co worker and over time,favoritism and management
Fast pace interactive environment,Supply Chain Inventory Planner,"* Rewarding * Communication, storyboarding * Smart, forward looking, leaders, * Fun, family oriented, supportive, collaborative * Short product lifecycles, ever changing industry dynamics * Approved recommendations, special projects, the people",4,Work with the best in the industry,some games just don't sell
Very amazing and exciting work environment,QA Game Tester,"Activision is an amazing company to work for. My co-workers are very passionate and are very hard workers all year around. The leads and bosses are great people as well, always try their best to keep spirits high and a healthy work environment for everyone.",5,"Free food occasionally, coffee, cheap vending machines.",Long work hours during the summer
great experience,Assembly Line,"It was a fast paced workplace, strict on their rules for obvious reasons. I have learned enough from this company to become a strong warehouse worker that I see myself being. Management does what they have to do to make deadlines, coworkers do what they are told. There is no time for anything but working, walk in expecting to work and work hard.",4,paycheck,everything else
"A cool worlplace, perfect for a first job experience in a multinational company",Quality Assurance localisation tester,"Satisfaction Dublin is very nice place to work for, with a strong multicultural environment. Here you can meet a lot of people freshly arrived in Dublin and looking for first work experience. Gaming culture is very strong inside the office and you learn a lot about QA process, mostly the localization part. Work hours and overtime are frequent while approaching deadlines and employers are asked to be flexible to work on weekends when needed.",3,"Cool people, no hassle",Lack of opportunities.
Productive,Production Line worker,Fast paced management was easy to get along with co-workers had a good attitude most enjoyable part of my job was working with new people daily,5,great work environment,Building was always hot
Fun place to work with free games,Senior Tester/Customer Support Representative,Fun place to work. People thought it was just playing video games all day but there is so much more to it. Typical day was playing a game you were assigned and a certain task was given to you to make sure the game worked properly. If there was something wrong with the game you were to submit a report to a online database.,4,,
Productive,Game Attendant,~Standing for 8 hours straight. ~Making sure you don't fall behind because you well hold up the line. ~Co-workers will hate you even if you dont know who they are.,1,30 Minutes lunch,10 Minutes breaks
Marketing Intern,Marketing Intern,"I always went to work smiling. At first, didn´t like video games but because of the job, I love them. I´m a very passionate girl. At Activision, I learnt how to make internal & external reports, how to decide events strategies, to localize assets and provide other departments with the information. My team mates were always great and we helped each other a lot. Maybe the most complicated stuff in this kind of jobs is the pressure but I try to count nearly always 10 before making a decision. And, finally, what I most enjoyed was that every day I learnt something new. It was great getting home with stories to tell.",4,Knowledge,Distance
So fun it barely feels like work!,Quality Assurance Tester,Long hours spent staring at screens and sitting in a chair but a overall really positive experience. Working here made you feel integral to the process of developing a game and making something millions of people will enjoy. It made playing games all day feel vastly important. The only downside to this job were the hours that changed a lot based on the need to achieve certain milestones and release a finished product by a set date.,4,"Free video games, shirts, Activision products and the ability to play games before release",Long shifts that changed constantly depending on what needed to be done.
great work place,Production Worker,great inviroment freindly people quick pase work.i learned alot about prodution line work there and about the video game industry,3,,
Activision Blizzard,QA Tester,Activision Blizzard was an amazing environment to work in and i got a lot of experience in QA Testing and Bug writing. I was dedicated in working long hours to get the project done and it was well worth it to see the final thing.,5,,
"A valuable experience but long hours, which is standard in the video-game industry",QA Tester,An enjoyable workplace with great management. This job is not for everyone as the workweek can exceed 80 hours per week and pay is hourly but if you have a passion for video games this can be a great introduction.,4,Great Staff,Long Hours
Video Games,Onsite HR Manager,Being able to purchase games discounted is a plus Met wonderful lifelong friends Group environment is a great at making someone a team player,4,Free and discounted games,Seasonal
A fun and energetic place with great people,Reception Office Administrator Activision,Demonware is a lovely place to work with nice people. Great benefits and bonuses company's culture is key to it's success,5,"free lunches, yoga, breakfast on certain days, fruit, employee game order store",depending on time of year lovely place to work with nive people long hours
stressful because there was many different gang members so it was also seemed to have alot of tension in the place,Warehouse Worker,Only a temporary job but we got a ton of hours! that was a huge plus! if I wasn't getting over 40 hours I probably wouldn't have stayed because there was a lot of different types of people but also gang members with tattoos so there was a lot of words exchanged and dirty looks all day long. very uncomfortable.,4,40 plus hours,always hot
You work in the game industry,Quality Assurance Technician,"I took a job here as a tester to get my foot in the door after moving to California and previously working as an assistant producer at another game studio. Once hired you are only looked up as your position and previous work experience means nothing. The quality assurance testers are the lowest of the low and were referred to as the monsters in the basement. Overtime would be required without notice and the pay was so poor, nobody minded working the overtime. Moving up or getting hired on full time felt like complete luck and the vast majority of quality assurance testers were kept as temp employees for years non stop. My goal after working here was to move up in the industry till I was an executive, because I wanted to change the industry for the better and treat all my employees fairly and with respect. I would still approve of the CEO because he does make smart business decisions, I just think he doesn't know or care about how his lower employees are treated.",2,"We would get a free copy of the games we worked on, we would get discarded magazines, and occasionally ice cream (after the rest of the company got theres first).",The treatment of the quality assurance employees.
Fun work environment,Analyst,"Great place to work! Benefit package is great, and the coworkers are awesome. Free game! Exciting work events. Game nights every other Wednesday and Thursday",5,None,None
Work place with a lot of room for personal growth.,Certification Software Tester,Great place to work. Everyone works hard and makes sure that you get the work done and achieve what they ask of you. Great managers who really care about your growth.,5,,
Seasonal job,Customer Service Rep,This was a seasonal job during the christmas times and here I would answer phone calls from clients that purchased games from Activition and help them with default products. I leard to just stay calm here and treat people with kindness,1,Free Soda,A lot of over time which is no issue
It is a Fortune-100 best employer company,HR Generalist Intern,It is a fun place to work and express my talents. People there can really help you learn something. It is a typical American style base in Shanghai with casual but effective working environment.,5,Holiday benefits,sometimes stressful workload
Just typical production job,Production,Very fast paced environment for work. very strict management and all about numbers. mostly hire temp staff and no benefits and work -life balance,2,,
A video gamers paradise!!!,QA Tester,"The co workers are awesome, management really tests you and brings out the best in you. Activision really makes you want to strive to be better. Everyday I was there, I was smiling the whole time, alot of perks, long breaks, and awesome hours.",5,"Perks, Video games, Friends, and a ALOT OF HOURS.",You start off as a contract worker.
productive fun workplace,Production Worker/Warehouse/Distribution,a typical day consists of fast paced production line work where I learned multiple useful warehouse tips. Although management was a bit weak I enjoyed working for the company,3,game discounts,seasonal
If the Republican Party ran a company,Global Marketing and Communications Manager,"Overall I loved my time with Activision. If you want to work in the big time of gaming and pull off some amazingly cool projects it can be done here if you work for it. Lots of resources all around you to do great work. And that is kinda the rub. Management is very layered. I needed to be a politician and an internal propagandist to get things done, because so many people need to be brought into the loop to approve any one project. Management philosophy is also very Republican and most of the top brass are big GOPers. Very what have you done for me lately environment with little loyalty shown to employees. Pay is good, but the healthcare plan, 401K are not up to par. Bonus plans are very unfair depending on what section of the business you work in. Ultimately this place will chew you up and spit you out. You'll just hopefully will have done some cool work in the process.",4,"Great games, lots of resources",Think layered management
"Best Job I have ever held, contract positions for the most part.",QA Tester,"Great job, room to grow if you are willing to put the time in. Testing games making sure they function and they have met all of the first party standards.",4,Game development experience,low pay hard to stay to get anywhere in the company
Publishing Company,QA Microsoft TRG Lead,Fun work environment with personal benefits. Work hours were long and compensation was undesirable.,3,,
An experience which taught me a lot and has never been frustrating.,QA localisation tester,"Most of my professional experience is based on my 7 months job as a QA tester for Activision Dublin, where i learned and developed good skills in the QA department and where i was able to discover my best attributes in a work environment. As a QA tester i learned everything about the QA process and developed skills in some of the most important softwares in the videogame industry (Jira, for example), i also worked on franchises which are among the top tier in the industry, like Call of Duty (and it's last incarnation: Advanced Warfare) and Skylanders. As for the attributes which make me a good choice as an employee, i would like to focus on three of them: commitment, team work and resiliency. Team work is usually essential, and my experience made me learn what's the best way of doing it; working together for a higher purpose, a perfect service for the final user, i feel like commitment is one of the most important attributes when the job is a service i'm giving, the service has to be the best i can give and i've always been ready to work harder, overtime and under pressure, and that's where resiliency come into play; putting everything i have on a project and be ready to start once again the day after.",5,Good environment.,
Very productive and enjoyable work place.,Production,"Typical work day would include productivity, meaning not very much time to stand around. I learned patience is a virtue when trying to handle work at a rapid pace, the management at Activision was superb. Our ""line leads"" were helpful when we had a tough time getting our coordination down. The toughest part overall in my opinion, was the speed in which we had to perform our tasks, but as I previously stated the management were always willing to help. The most enjoyable part of my time working at Activision would have to be the people and the environment, everyone was such a pleasure to be around.",4,Free games.,
"Seriously, look for another place.",Forklift Driver,"I worked in Distribution, which is literally the hardest work you could do at the company. Unloading trucks in 100+ degree weather, with someone higher up than you, watching you, always telling you to work harder and faster. Extremely disrespectful. Got almost no representation with my complaints, and I don't even think my complaints were reviewed. I will never come back to this place ever. Just not worth killing yourself, working, to make someone else rich. Management and office people seem to look down upon those who actually do the hard work, and are extremely ungrateful. A specific incident, is when I first started there, I was listening to my ipod in the breakroom, and the Production supervisor makes a big stink about not having electronics at work, which was totally understandable. Later that day, I see him on his phone, which since he's a supervisor, he's allowed to have, but here's the kick, he was on Facebook. Not anywhere related to work, yet he gets away with it. The only good thing that I got out of this job, was making friends with the people I directly worked with on a daily basis. I hope they find better jobs as well as myself. I also got forklift certified, but it conveniently only applies towards their company. The people in charge of this company obviously have never heard the term: Never tell somebody to do something you aren't willing to do yourself.",1,Hardworking Friends.,Disrespectful office help. Disorganized hiring and lay off timing. Double standards.
Great place to work if you enjoy video games.,Quality Control,"A typical day was going in and testing skylanders,which was a video game for xbox,playstation and wii councel.Making sure the correct quanity was received and the items worked properly. I also checked the cover of the games to make sure the color and wording was correct. There was a small group of us that did Quality Control of only 6 I did not find anything hard about that job at all I enjoyed it and the people I worked with. The most enjoyable part was working with all the new games that came out and also the other co-workers.",4,,
Sales Associate,Production Associate,"Selling cars was a new experience for me, something I never thought I would see myself doing. I loved the job, and I regret leaving, but at the time I thought I was going to be able to go back to school and finish my degree. This job required a lot of my time and school didn't really work with my schedule, looked for something more part time and ended up leaving.",4,,
Its a good Organization to work with to have challenging work and Career Growth,Software Engineer,Its a good Organization to work with to have challenging work and Career Growth,5,,
it was a ok place to work,warehouse worker,we loaded and unloaded video games for shipping to stores and it was a team environment and i like working there it just wasn't stable,2,,
Productive and fun work place working with friendly people.,Warehouse/Machine Operator,"I like working at Activision Blizzard. It's a fun and productive work place. This company is through Placement Pro Temporary Agency. I work there not too long and got lay off. If they ever need me to go back work there, i diffidently will go back to work for them.",3,,
fun culture long hours,annyonmous,"it can be a fun place to work esp. if you are into video games, but there's very little if any work/life balance and promotions/salary changes are not fair nor consistent. management does not exemplify great values and very little in way of career advancement/development.",2,"free video games, free lunches/snacks","work life balance, politics, lack of career advancement"
"Great Management, Great Products",Activision Blizzard VP Americas Dist. Sales,Activision Blizzard is the most successful and profitable third party video game publisher in the world! We have the best products and people in the business,4,,
good and stable envionment.,Warehouse Worker,Was a good day always went to work and thats what i did got the day started with an energy drink and a bit a tunes and i was ready to go.leaRNED HOW TO DO EVERYTHING I HAD TO DO AS IN THE CLEANING FORKLIFTING STOCKING PACKING IT WAS simple management was good had us on top co workers did there part worked hard for what we need and that was money hardest part was leaving work do to so much thrive i had gotten couldnt rerst after being on a roll and the best part was break got to recharge by taking a trip to the store and grab a drink.,2,rewards,no compliant
self driven franchise,Legal Contracts Coordinator,family business personal assistant team players flexible schedules,5,family owned business,n/a
Great company to work for until they laid everyone off.,Project Lead,"I really liked working at Activision for the time that I was there. I made good friends, worked on good games and they didn't demand a lot of overtime due to having a day shift and a night shift. I also felt like I could advance in the company if given the chance. The problem was they decided to lay off most of its QA staff to outsource it to Canada.",4,,
Productive and fast paced,Packer,"A typical warehouse job. Wake bright and early in the morning to pack, label and palatalize....",3,-,-
Productive and great hours,Production Line Worker,"Good company to work for they provide good long hours and theyre makers of video games. I learned how to work on a production line, my line leaders and supervisers were great always helped if something was wrong.",4,Video game discounts,No sickdays
"Long hours, Relaxed work environment",QA Tester,"tested games entered bug information into a database it was 40+ hours and I worked the night shift so I had a fair share of long nights. Several times we had 12 hour shifts It's overall a fun environment to have so many people that enjoy similar things in one place. depending on the area your working you can have very to learn things extremely quickly to ""swim without sinking""",4,"hour lunches, games can be fun, no customers, meeting interesting people with similar intrests","can have some very strict managers, not a lot of room for error, temp position, 7days a week"
A good work environment for a very dynamic company,Customer Service,"Using custom tools we we tasked with assisting customers with a variety of technical and product specific related issues and complaints. My co-workers all custom cultivated passionate individuals who made the place a very inviting place to work. The hardest part of the job is the actual grind with very strict metrics along with a constantly evolving work load, which make you require a certain level of passion and familiarity with their products as well as quite a bit of dedication to the job.",5,Very open working environment with industry leading products,"few breaks, tedious work, ever shifting work environment"
yes,Oracle Apps DBA,Very nice and good company. We are doing lot of installations and patches every month,4,,
productive an fun environment,Localization QA Tester Spanish,"very organized company, with a lot of benefits and opportunities to grow in the industry.",4,free samples of the new games,shifts rotation
"Very fun work environment, but poor pay and hours",QA Anaylst,"I really enjoyed working at Activision, but the pay is not really enough, the hours can be extreme during crunch time, and there is little room for advancement. The management and co-workers were great, but almost all of the jobs are temporary.",3,"great environment, fun co-workers","no benfits, poor pay"
Productive and customer satisfaction,Production Associate,"A typical day would be helping customers to my full potential, to satisfy their needs so they can be a happy customer when they leave. I learned that giving the customers your full attention will help them feel better about coming to the store and would make them come back. Management was always there for support, my co-workers would sometimes ignore their customers but I would step in if they needed help. The hardest part of the job was trying to keep up with so many customers, the most enjoyable part of my job was seeing the customers very happy and then I would see them back the next day. That's when I know I've done my job right.",4,"free lunch, good beefits",poor management skills
fun work place,quality control associate,typical day at work consisted of inspection of final product to assure that the customer is getting product that is of the best of quality. My co-workers and management made working there really enjoyable. the hardest part of the job was the last minute changes in production plans.,4,discount on product,temporary position
"Great titles, great people but challenging work/life balance",SR. MANAGER - TRADE/CUSTOMER MARKETING,"It was great to work on industry-leading titles such as World of Warcraft and Call of Duty. However, due to the large number of titles released every year and the relatively small number of people, work days were long and frequently worked on the weekends.",3,,
Activision Blizzard,Customer Service,"I enjoy what I do as a QA and CS rep for this company, but I had difficulty feeling like the company actually cared about the work I did for it. Their QA department for Activision was so large that it was as if you were just another drone to churn out bugs no matter how little or uncritical they were. I felt better working for the CS department. Which was a little less crowed and friendly. The pay though was not worth the what it cost to live in California which why I had to quit and move back to Texas.",3,,
"fun, dynamic and flexible workplace",Quality Assurance,"My experience at Activision is really positive.The workflow is very flexible, dynamic, different projects and constant changes. My typical day at work is to check my daily assignment, have a meeting, find the best way to complete the task with the co-workers, depending on the project.My tasks are several:Identify localization and functional bugs, black-box testing, reporting bugs in the internal database, implement checklists for upcoming projects, co-ordinate new employees, recommend ad-hoc translations, evaluate language components...",4,,
Feels like a home,Internship,"Feels like a family here, people help you when you need it, and it's real fun to work for.",5,"great people, bagels, donuts, discounted games.",you forget you work for a video game company.
Fun workplace with close group of 5 employees,Business Analyst,Great mentors to learn from and develop a career path within the NWA vendor community.,5,,
Not all that its seems to be,Senior Accountant,"As soon as I started, no one talks to you, everyone there is soo busy and focused there is no time for laughs or play. work work work!",2,discount on games,"if your in finance or accounting your always working, no fun, no laughs, no conversations."
Every new day brings success as well as its own set of challenges.,Senior HRIS Specialist,"Activision Blizzard attracts a fast-paced, typically young workforce who is committed to working hard and collaborating on projects.",3,"free parking, soda, flexible work location","no childcare benefit, building needs to be updated, limited space"
Production,Production Worker,"Accomplishing orders, stocking, manufacturing product. Most enjoyable is working as a team and having a set schedule.",4,,
Fantastic Products,QA Engineer/Technical Support,Great group of customer support reps. Many excellent lunches for employee recognition.,3,,
Video game testing is a demanding job!,QA Tester,"It's a challenging position to test video games since it's not really like playing them. There's a lot of technical issues you have to be aware of as well as first party standards. The job itself was compelling enough to keep me interested in what I was testing, but the 80 hours work weeks got old fast.",4,,
Productive Work Experience,Quality Assurance Tester,Fun environment to work in. Testing pre-released games for functionality was a difficult task to report due to the lengths of repeating and duplicating errors.,5,,
It's a stepping stone,Quality Assurance,"Aside from the numerous issues brought to light in recent months, there is little room for progression and few employees who work full-time. The company has an extremely high turnover rate.",3,Great Coworkers,"The Company Ladder, Underpaid"
"Worst managment, need to be with the in group to succeed. lack of innovation","Senior Director, Consumer Analytics",worst job experience. Who you know is more important. lack of managment vision and leadership. poor HR group. there was no valuable learnings from this company.,1,,
productive and fun work place,game tester,working at the place is really fun and my teammates are great and supportive. I get paid a fair amount and the free lunches and dinner are great I just don't like how easily we can be replaced,4,free lunches,can be replaced easily
Team mates are great,Linguistic QA tester,"People in Activision are great, everyone is willing to help each other and we often have so much fun, but when it comes to pay and benefits we are very underpaid for the very technical job we do and contracts are only fix term 6 months.",3,Free lunch/dinner and coaches that pick you up,Often working on weekends
It's okay.,QA Tester,"Long story short, it's fine if you're just looking to get some money, but I wouldn't expect to make a career out of this unless you're trying to get hired internally. The people there are mostly what make the job worthwhile (as long as we're talking middle management and below), provided you're thrown into the right group. Don't expect to play games the way you normally would as there are a lot of repetitive tasks.",3,"Working from home (don't expect it to be permanent), free/discounted games, fun and friendly coworkers.","Temp contract job, possible overtime (could be a pro in some cases), lots of flip-flopping on tasks, very little say in project to work on."
"Fun place to work, but zero work life balance.",Software QA Tester,"The people I worked with were from very diverse backgrounds and it was fun geting to know them as well as work with them and the environment and atmosphere was a lot of fun at times. However you should prepare yourself for zero work life balance as you will be doing a ton of overtime, including many times where you will be working 12-14 hours a day for 9-14 days in a row and it can sometimes ramp up to up to 18 hours a day, all without any warning.",3,"Fun atmosphere and culture, relaxed dress code, meet a lot of new and interesting people, free schwag.","Ridiculously long hours, zero work life balance, upper management does not care that people have to drive exhausted after multiple 14-18 hour shifts."
It’s okay,Game Tester,"long work hours. guess if you like video games it’s cool, just feel like game testers should get better pay. they’re literally the reason why your games sell out.",3,,
"Fun job, but beware of work-life balance",QA Functional Tester,"This is definitely the most enjoyable job I've had, the work itself is quite fun if you enjoy video games and have an eye for detail. Still, the overtime requirements are something to strongly consider. The schedule varies a lot, but be prepared to work 50 hours regularly, as well as up to 75+ hours during crunch time (the last title averaged around 65 hours/week in the month leading up to its release).Overall though, I'd recommend it if the overtime is something you can handle. Management is good and supportive, fun work environment.",4,"Free lunches for in-office people, good management, flexible sick time","Work-life balance, no vacation time"
"Many hours, nice people, not treated as a full employee",QA Tester,"You're not an Activision employee as a QA tester and you get none of their benefits. You work for either Tapfin or Volt under Activision. No paid time off, though you can request time off. People are great, compensation is not so great",3,People,"Compensation, hours, Nda"
Great place to work,QA Tester,Loved my time as a QA tester! There is a great inclusive work culture! They seemed to really care about us as employees and they were very understanding with everything happening with the pandemic. The hours are long but that's great for someone who loves to work. i only wish I had a longer contract. I definitely hope to work more with them in the future.,5,"Fun! Company takes care of it employees, expense reimbursement",Equipment/technical issues on occasion
A Challenging yet rewarding place to work and quite fun too,Assurance QA Tester,"Everyday there would be a meeting discussing where things are at and what we can be expected to be working on that day.What i learned is that it wasnt my dream job after all however it was still alot of fun and would deffinately do it all again if i could that and i had also learned many other things there too such as writing detailed reports but not too detailed and how to edit screenshots and videos but also how to use a searching tool called Jira.The Management there was pretty good most of them were friendly and if i had concerns they would hear them out all in all they were very helpful and kind and understanding plus patient too.The atmosphere working there was not at all what i expected but was much more then i could have hoped for too.The hardest part of the job were the hours especially during crunch time but also learning how to use Jira as well too, there were some instances that i fell behind but was only due to the fact that as a gamer i wasnt great nor ever was great when it came to parcore games or shooter games but still tried my best to accomplish as much as i could.The most Enjoyable parts of the job were that i was getting to help create something very special for the entire world to see as a pasionate gamer myself i wanted whatever they had us working on to be nothing less then perfect in every sense of the word, also it was awesome that they had let us eat and drink at our desks which helped me out hugely due to the fact that i have a hyper active thyroid which makes it so that im constently hungry so i need to eat more often then others, also another - more...",4,"Get free Activision clothing, Discounts on games, Getting to play the game before the public does, getting to do what a gamer loves to do in general, being able to Eat and drink at your desk","Many long hours especially during crunch, not being able to tell anyone what youve been working on due to it being confidential, Learning how to search through Jira"
